2.3617, 2.3608
2.52334, 2.52732
1.1802, 1.1746
1.02709, 1.02671
0.985689, 0.983521
0.98047, 0.978469
0.976156, 0.974334
0.973599, 0.971828
0.9714, 0.969642
0.969376, 0.967617
0.967467, 0.9657
0.965674, 0.963897
0.963958, 0.962164
0.962341, 0.960508
0.960814, 0.95896
0.959337, 0.957493
0.95796, 0.95611
0.95662, 0.954758
0.955329, 0.953482
0.954039, 0.952168
0.952799, 0.95081
0.951616, 0.949569
0.950303, 0.94834
0.949146, 0.947222
0.948244, 0.94632
0.947454, 0.945527
0.946737, 0.944789
0.946084, 0.944118
0.945484, 0.943494
0.944916, 0.942901
0.944383, 0.942339
0.943873, 0.941797
0.943379, 0.94128
0.942888, 0.940766
0.942389, 0.940247
0.941896, 0.939724
0.9414, 0.93918
0.940912, 0.938634
0.940419, 0.938103
0.939932, 0.937583
0.939461, 0.937077
0.939006, 0.936583
0.938564, 0.936098
0.93813, 0.935622
0.937699, 0.935134
0.937282, 0.934663
0.936867, 0.934193
0.936451, 0.933727
0.93603, 0.933281
0.935613, 0.93283
0.935193, 0.932377
0.934775, 0.931922
0.934361, 0.931474
0.933957, 0.931052
0.933556, 0.930631
0.93315, 0.930186
0.932737, 0.929736
0.932315, 0.92929
0.931895, 0.928846
0.931472, 0.928399
0.931047, 0.927941
0.930617, 0.927493
0.930189, 0.927038
0.929765, 0.926572
0.929338, 0.926113
0.928912, 0.925664
0.928488, 0.925214
0.928067, 0.924769
0.927649, 0.92433
0.927237, 0.923897
0.926826, 0.923471
0.926415, 0.923044
0.926005, 0.922611
0.925593, 0.922178
0.925184, 0.921751
0.924773, 0.921322
0.924368, 0.920895
0.923967, 0.920477
0.923565, 0.920071
0.923161, 0.91966
0.92276, 0.919251
0.922359, 0.91885
0.921958, 0.918446
0.921559, 0.918045
0.92116, 0.917643
0.920762, 0.917243
0.920362, 0.916844
0.919963, 0.916447
0.919567, 0.916053
0.919173, 0.915654
0.918783, 0.915255
0.918386, 0.914847
0.91799, 0.914437
0.917597, 0.914025
0.917207, 0.913634
0.916829, 0.913256
0.916455, 0.912892
0.916083, 0.91252
0.915716, 0.91217
0.915355, 0.911805
0.915, 0.911456
0.914647, 0.911112
0.914298, 0.910771
0.913953, 0.910436
0.913608, 0.910104
0.913266, 0.909765
0.912927, 0.909433
0.912592, 0.909105
0.91226, 0.90878
0.911929, 0.908466
0.911601, 0.908142
0.911273, 0.907844
0.910949, 0.907512
0.91063, 0.907233
0.910314, 0.906901
0.909998, 0.90664
0.909686, 0.906308
0.909382, 0.906053
0.909081, 0.905716
0.908781, 0.905472
0.908484, 0.905127
0.90819, 0.90492
0.907889, 0.904575
0.907597, 0.904408
0.907313, 0.904051
0.907046, 0.903984
0.906797, 0.903581
0.906609, 0.903708
0.906653, 0.9034
0.907057, 0.904385
0.908807, 0.905432
0.911575, 0.909402
0.920487, 0.916747
0.924351, 0.922784
0.939298, 0.935463
0.920013, 0.918395
0.926546, 0.922935
0.91954, 0.917741
0.925526, 0.921995
0.917225, 0.915359
0.921315, 0.917838
0.915876, 0.913975
0.919059, 0.915651
0.914175, 0.912251
0.916704, 0.913338
0.912822, 0.910901
0.914959, 0.911644
0.9118, 0.909885
0.913758, 0.910521
0.910892, 0.908992
0.912733, 0.909566
0.91046, 0.908595
0.912379, 0.909247
0.910065, 0.908234
0.912069, 0.90897
0.909783, 0.907991
0.911922, 0.908872
0.909557, 0.907809
0.911805, 0.908826
0.909417, 0.90773
0.911811, 0.908909
0.909223, 0.907634
0.911658, 0.908827
0.909025, 0.90752
0.911352, 0.908611
0.908539, 0.90711
0.910868, 0.908217
0.908142, 0.906805
0.910394, 0.907805
0.90768, 0.906395
0.909887, 0.907357
0.907352, 0.906092
0.909537, 0.907055
0.907048, 0.905807
0.909285, 0.906847
0.906745, 0.90553
0.909022, 0.906642
0.906464, 0.905281
0.90874, 0.906424
0.906253, 0.905114
0.908511, 0.906244
0.906133, 0.905036
0.908412, 0.906177
0.906011, 0.904949
0.908317, 0.906108
0.905785, 0.904751
0.908064, 0.905887
0.9055, 0.904494
0.907748, 0.905604
0.905162, 0.904179
0.907331, 0.905217
0.904792, 0.903828
0.906973, 0.904882
0.904572, 0.903641
0.906797, 0.904732
0.904355, 0.903457
0.906612, 0.904577
0.904163, 0.903301
0.906383, 0.904372
0.903983, 0.903152
0.906265, 0.904293
0.903825, 0.903021
0.906, 0.904056
0.903503, 0.902721
0.905652, 0.903741
0.90319, 0.902429
0.905315, 0.903432
0.902869, 0.902128
0.904975, 0.90312
0.902616, 0.901901
0.904719, 0.902892
0.90246, 0.901776
0.904557, 0.902755
0.902319, 0.901667
0.904547, 0.902769
0.902293, 0.901682
0.904459, 0.902698
0.902158, 0.901579
0.904327, 0.902589
0.901974, 0.901424
0.904048, 0.902335
0.901664, 0.901135
0.903635, 0.901954
0.901294, 0.900785
0.903242, 0.901586
0.900994, 0.900509
0.902896, 0.901263
0.90069, 0.90023
0.902529, 0.90092
0.900423, 0.89999
0.902363, 0.900771
0.900354, 0.899958
0.902327, 0.90075
0.900272, 0.899914
0.902289, 0.900729
0.90014, 0.899821
0.902062, 0.900521
0.899944, 0.899658
0.901889, 0.90037
