1.89677, 1.93883
2.43145, 2.50942
1.16522, 1.18685
1.0225, 1.0333
1.01345, 1.02701
1.00872, 1.02281
1.00447, 1.01965
0.999645, 1.0148
0.995808, 1.01048
0.993422, 1.00894
0.991489, 1.00588
0.989407, 1.00517
0.98737, 1.00293
0.985385, 1.00165
0.983138, 1.00072
0.980683, 0.99963
0.978075, 0.996599
0.975761, 0.994751
0.974042, 0.992382
0.972268, 0.991407
0.970627, 0.989056
0.969179, 0.988574
0.967599, 0.986602
0.966252, 0.986702
0.965446, 0.9858
0.964656, 0.986872
0.964005, 0.985268
0.964274, 0.987654
0.962093, 0.984867
0.962847, 0.989349
0.960264, 0.985381
0.96152, 0.992336
0.958471, 0.98344
0.959892, 0.99194
0.956841, 0.981026
0.958186, 0.991012
0.954418, 0.979716
0.956153, 0.990948
0.953583, 0.978441
0.953789, 0.988043
0.949731, 0.976445
0.950319, 0.987251
0.948797, 0.975151
0.949194, 0.987337
0.946149, 0.972793
0.945644, 0.984352
0.942526, 0.970857
0.942378, 0.98287
0.941037, 0.969465
0.941595, 0.983286
0.940268, 0.969997
0.940504, 0.983449
0.938139, 0.967957
0.937733, 0.981309
0.9355, 0.96784
0.936089, 0.981859
0.935516, 0.967927
0.936808, 0.983759
0.936044, 0.967592
0.935484, 0.981853
0.931899, 0.965813
0.93166, 0.9786
0.929522, 0.965564
0.929644, 0.978576
0.927942, 0.963324
0.928492, 0.9784
0.929528, 0.964449
0.931405, 0.981848
0.928951, 0.963311
0.927768, 0.97784
0.925727, 0.961069
0.924285, 0.975081
0.922654, 0.960039
0.922587, 0.974715
0.922495, 0.960196
0.922955, 0.975832
0.922004, 0.9592
0.922095, 0.974825
0.921205, 0.960076
0.921459, 0.974672
0.92145, 0.959781
0.919647, 0.972186
0.918896, 0.958812
0.916694, 0.969097
0.918186, 0.959265
0.917449, 0.97033
0.919524, 0.960927
0.916085, 0.968851
0.919567, 0.961502
0.913493, 0.966546
0.915056, 0.958425
0.911318, 0.963428
0.915984, 0.96061
0.912655, 0.962519
0.92426, 0.971417
0.913041, 0.95944
0.926429, 0.978178
0.910902, 0.953173
